Indicator Code: CG1150
"Indicator Name: Digestive diseases"
Export date: 5/7/2024 5:13:47 PM
Source location: "WHO Mortality Database portal"
"Indicator metadata: K20-K92"

Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
EU,Europe,FRA,France,2007,All,Age_all,[All],22953.00000000,4.40950176,18.80950960,37.04290909,
EU,Europe,FRA,France,2008,All,Age_all,[All],23531.00000000,4.41918291,18.64311103,37.76753138,
EU,Europe,FRA,France,2009,All,Age_all,[All],23486.00000000,4.37195293,18.21227385,37.50804568,
EU,Europe,FRA,France,2010,All,Age_all,[All],23459.00000000,4.33161735,17.68529642,37.27654028,
EU,Europe,FRA,France,2011,All,Age_all,[All],22444.00000000,4.18241314,16.60082203,35.49892767,
EU,Europe,FRA,France,2012,All,Age_all,[All],22605.00000000,4.04779641,16.20406237,35.58773375,
EU,Europe,FRA,France,2013,All,Age_all,[All],22365.00000000,4.02225775,15.60660166,35.06487578,
EU,Europe,FRA,France,2014,All,Age_all,[All],22286.00000000,4.09204250,15.17410503,34.75156607,
EU,Europe,DEU,Germany,1990,All,Age_all,[All],41726.00000000,4.52832236,32.04491299,52.57514380,
EU,Europe,DEU,Germany,1991,All,Age_all,[All],43013.00000000,4.72024538,33.09802042,53.77680370,
EU,Europe,DEU,Germany,1992,All,Age_all,[All],41837.00000000,4.72497947,31.99805767,51.91049017,
EU,Europe,DEU,Germany,1993,All,Age_all,[All],42243.00000000,4.70794744,31.87872791,52.03672862,
EU,Europe,DEU,Germany,1994,All,Age_all,[All],42798.00000000,4.83778532,31.70820329,52.56318931,
EU,Europe,DEU,Germany,1995,All,Age_all,[All],41801.00000000,4.72547672,30.45885124,51.18844981,
EU,Europe,DEU,Germany,1996,All,Age_all,[All],41919.00000000,4.74818286,30.11403812,51.18583760,
EU,Europe,DEU,Germany,1997,All,Age_all,[All],40785.00000000,4.74029770,28.93367183,49.70646556,
EU,Europe,DEU,Germany,1998,All,Age_all,[All],40477.00000000,4.74869249,28.16815633,49.34474393,
EU,Europe,DEU,Germany,1999,All,Age_all,[All],40129.00000000,4.74153108,27.46032031,48.88617631,
EU,Europe,DEU,Germany,2000,All,Age_all,[All],40691.00000000,4.85111416,27.49688684,49.50989330,
EU,Europe,DEU,Germany,2001,All,Age_all,[All],40896.00000000,4.93590540,27.02556651,49.66736794,
EU,Europe,DEU,Germany,2002,All,Age_all,[All],41831.00000000,4.96990564,27.27348796,50.71511759,
EU,Europe,DEU,Germany,2003,All,Age_all,[All],42248.00000000,4.94738543,27.08949962,51.19717631,
EU,Europe,DEU,Germany,2004,All,Age_all,[All],42189.00000000,5.15587134,26.49072831,51.13739213,
EU,Europe,DEU,Germany,2005,All,Age_all,[All],42764.00000000,5.15088042,26.16263371,51.85756404,
EU,Europe,DEU,Germany,2006,All,Age_all,[All],42952.00000000,5.22767631,25.36865693,52.14785115,
EU,Europe,DEU,Germany,2007,All,Age_all,[All],42140.00000000,5.09457115,24.31730330,51.22616898,
EU,Europe,DEU,Germany,2008,All,Age_all,[All],43664.00000000,5.17077018,24.48687463,53.17111435,
EU,Europe,DEU,Germany,2009,All,Age_all,[All],42254.00000000,4.94462544,23.26694030,51.60808391,
EU,Europe,DEU,Germany,2010,All,Age_all,[All],42648.00000000,4.96618411,23.07397639,52.16404015,
EU,Europe,DEU,Germany,2011,All,Age_all,[All],40464.00000000,4.74746811,21.60630481,49.47956822,
EU,Europe,DEU,Germany,2012,All,Age_all,[All],40032.00000000,4.60359115,20.89445042,48.86876893,
EU,Europe,DEU,Germany,2013,All,Age_all,[All],40061.00000000,4.48197354,21.21841210,49.67536669,
EU,Europe,DEU,Germany,2014,All,Age_all,[All],38487.00000000,4.43216837,19.98097510,47.52508258,
EU,Europe,GRC,Greece,1990,All,Age_all,[All],2222.00000000,2.36001360,13.70788977,21.86900251,
EU,Europe,GRC,Greece,1991,All,Age_all,[All],2491.00000000,2.60843159,14.67078598,24.28755372,
EU,Europe,GRC,Greece,1992,All,Age_all,[All],2806.00000000,2.85653205,16.18808639,27.05927234,
EU,Europe,GRC,Greece,1993,All,Age_all,[All],2807.00000000,2.88136811,15.88496436,26.82137385,
EU,Europe,GRC,Greece,1994,All,Age_all,[All],2536.00000000,2.59286145,14.25772861,24.03100834,
EU,Europe,GRC,Greece,1995,All,Age_all,[All],2538.00000000,2.53399629,13.97527590,23.86596468,
EU,Europe,GRC,Greece,1996,All,Age_all,[All],2546.00000000,2.52729799,13.82387153,23.77406237,
EU,Europe,GRC,Greece,1997,All,Age_all,[All],2433.00000000,2.43939120,13.02628253,22.57683850,
EU,Europe,GRC,Greece,1998,All,Age_all,[All],2356.00000000,2.29477539,12.40091668,21.74452764,
EU,Europe,GRC,Greece,1999,All,Age_all,[All],2422.00000000,2.34453651,12.62147144,22.25569664,
EU,Europe,GRC,Greece,2000,All,Age_all,[All],2618.00000000,2.48930303,13.42384192,23.97994332,
EU,Europe,GRC,Greece,2001,All,Age_all,[All],2415.00000000,2.35474215,12.27407841,22.05488919,
EU,Europe,GRC,Greece,2002,All,Age_all,[All],2498.00000000,2.40388779,12.46964672,22.73480397,
EU,Europe,GRC,Greece,2003,All,Age_all,[All],2470.00000000,2.34058884,12.18888297,22.40661160,
EU,Europe,GRC,Greece,2004,All,Age_all,[All],2358.00000000,2.24695546,11.44754434,21.31672834,
EU,Europe,GRC,Greece,2005,All,Age_all,[All],2452.00000000,2.33321597,11.74562577,22.08227376,
EU,Europe,GRC,Greece,2006,All,Age_all,[All],2542.00000000,2.42169042,11.62189398,22.80120622,
EU,Europe,GRC,Greece,2007,All,Age_all,[All],2553.00000000,2.32312662,11.49109040,22.80920613,
EU,Europe,GRC,Greece,2008,All,Age_all,[All],2534.00000000,2.34675261,11.13348519,22.55036634,
EU,Europe,GRC,Greece,2009,All,Age_all,[All],2585.00000000,2.38653569,11.03899997,22.91107904,
EU,Europe,GRC,Greece,2010,All,Age_all,[All],2576.00000000,2.36148289,10.58675386,22.78122498,
EU,Europe,GRC,Greece,2011,All,Age_all,[All],2772.00000000,2.49507196,11.09808542,24.53091918,
EU,Europe,GRC,Greece,2012,All,Age_all,[All],2918.00000000,2.50111427,11.30591486,26.30539153,
EU,Europe,GRC,Greece,2013,All,Age_all,[All],3049.00000000,2.72733778,11.72718398,27.80604640,
EU,Europe,GRC,Greece,2014,All,Age_all,[All],3295.00000000,2.89695797,11.86551704,30.25053595,
EU,Europe,HUN,Hungary,1990,All,Age_all,[All],9011.00000000,6.18632432,65.39015346,86.86148471,
EU,Europe,HUN,Hungary,1991,All,Age_all,[All],9185.00000000,6.34266261,66.71754646,88.54377543,
EU,Europe,HUN,Hungary,1992,All,Age_all,[All],10843.00000000,7.28789294,79.71634358,104.56787948,
EU,Europe,HUN,Hungary,1993,All,Age_all,[All],11967.00000000,7.96504353,88.13098995,115.53921874,
EU,Europe,HUN,Hungary,1994,All,Age_all,[All],12064.00000000,8.21300438,89.09568732,116.63526970,
EU,Europe,HUN,Hungary,1995,All,Age_all,[All],11819.00000000,8.12687804,86.40539704,114.42579194,
EU,Europe,HUN,Hungary,1996,All,Age_all,[All],10019.00000000,6.99993013,71.58534293,97.16583014,
EU,Europe,HUN,Hungary,1997,All,Age_all,[All],9932.00000000,7.12308332,70.19313918,96.51633557,
EU,Europe,HUN,Hungary,1998,All,Age_all,[All],10485.00000000,7.44303258,74.32478533,102.12758497,
EU,Europe,HUN,Hungary,1999,All,Age_all,[All],10303.00000000,7.19433000,74.49609305,102.33914934,
EU,Europe,HUN,Hungary,2000,All,Age_all,[All],10044.00000000,7.40702502,71.91315927,100.19731209,
EU,Europe,HUN,Hungary,2001,All,Age_all,[All],9544.00000000,7.22029308,64.93721851,93.68274589,
EU,Europe,HUN,Hungary,2002,All,Age_all,[All],9187.00000000,6.91620305,62.06312628,90.43562764,
EU,Europe,HUN,Hungary,2003,All,Age_all,[All],9441.00000000,6.95095823,63.45028647,93.20255162,
EU,Europe,HUN,Hungary,2004,All,Age_all,[All],9141.00000000,6.89928449,60.37520734,90.44097023,
EU,Europe,HUN,Hungary,2005,All,Age_all,[All],8505.00000000,6.26602422,55.75246942,84.31590359,
EU,Europe,HUN,Hungary,2006,All,Age_all,[All],8634.00000000,6.56064071,56.21534090,85.72815814,
EU,Europe,HUN,Hungary,2007,All,Age_all,[All],8814.00000000,6.63015842,56.84706493,87.65108226,
EU,Europe,HUN,Hungary,2008,All,Age_all,[All],8468.00000000,6.51249356,53.50015971,84.35785423,
EU,Europe,HUN,Hungary,2009,All,Age_all,[All],8213.00000000,6.29763676,51.19200095,81.94440003,
EU,Europe,HUN,Hungary,2010,All,Age_all,[All],7739.00000000,5.93226835,47.15471048,77.38981426,
EU,Europe,HUN,Hungary,2011,All,Age_all,[All],7306.00000000,5.67258046,43.63901562,73.26714821,
EU,Europe,HUN,Hungary,2012,All,Age_all,[All],6816.00000000,5.26576020,39.63929632,68.70717363,
