Indicator Code: CG0810
"Indicator Name: Neuropsychiatric conditions"
Export date: 5/11/2024 11:05:29 AM
Source location: "WHO Mortality Database portal"
"Indicator metadata: F01-F99, G06-G98 (minus G14), U07.0, X41, X42, X44, X45"

Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
EU,Europe,ITA,Italy,1994,All,Age_all,[All],17370.00000000,3.12227565,16.86552957,30.55817918,
EU,Europe,ITA,Italy,1995,All,Age_all,[All],18907.00000000,3.39632470,17.85186637,33.26096738,
EU,Europe,ITA,Italy,1996,All,Age_all,[All],19183.00000000,3.45903898,17.64430705,33.74662853,
EU,Europe,ITA,Italy,1997,All,Age_all,[All],20642.00000000,3.67814372,18.03905475,36.29275599,
EU,Europe,ITA,Italy,1998,All,Age_all,[All],21965.00000000,3.82511568,18.67944020,38.59984132,
EU,Europe,ITA,Italy,1999,All,Age_all,[All],22133.00000000,3.89843256,18.24686452,38.89184067,
EU,Europe,ITA,Italy,2000,All,Age_all,[All],22683.00000000,4.04966070,18.13558220,39.84820054,
EU,Europe,ITA,Italy,2001,All,Age_all,[All],23766.00000000,4.26761383,18.13685009,41.72350996,
EU,Europe,ITA,Italy,2002,All,Age_all,[All],24140.00000000,4.30771427,17.52749187,42.23424658,
EU,Europe,ITA,Italy,2003,All,Age_all,[All],28370.00000000,4.81748082,20.14711219,49.24948951,
EU,Europe,ITA,Italy,2004,All,Age_all,[All],24171.00000000,4.43463089,17.41278133,41.90147002,
EU,Europe,ITA,Italy,2005,All,Age_all,[All],27002.00000000,4.75112963,18.64808921,46.57967975,
EU,Europe,ITA,Italy,2006,All,Age_all,[All],27971.00000000,5.00721428,18.15793888,47.45552874,
EU,Europe,ITA,Italy,2007,All,Age_all,[All],30080.00000000,5.25065415,18.84550964,50.66080605,
EU,Europe,ITA,Italy,2008,All,Age_all,[All],35419.00000000,6.09128588,20.67196126,59.19724234,
EU,Europe,ITA,Italy,2009,All,Age_all,[All],36956.00000000,6.28035579,20.98585387,61.39615141,
EU,Europe,ITA,Italy,2010,All,Age_all,[All],37080.00000000,6.34263575,20.27744628,61.30609156,
EU,Europe,ITA,Italy,2011,All,Age_all,[All],39107.00000000,6.58197468,20.89968251,65.85947175,
EU,Europe,ITA,Italy,2012,All,Age_all,[All],42328.00000000,6.89920459,22.07103836,71.09203141,
EU,Europe,ITA,Italy,2013,All,Age_all,[All],41447.00000000,6.91131203,21.04679634,68.81003384,
EU,Europe,ITA,Italy,2014,All,Age_all,[All],42090.00000000,7.03058446,20.61116727,69.23934111,
EU,Europe,LUX,Luxembourg,1990,All,Age_all,[All],135.00000000,3.52204540,21.62011443,35.35882661,
EU,Europe,LUX,Luxembourg,1991,All,Age_all,[All],151.00000000,3.94255875,23.77641230,39.00800827,
EU,Europe,LUX,Luxembourg,1992,All,Age_all,[All],163.00000000,4.20103093,24.83457083,41.52866242,
EU,Europe,LUX,Luxembourg,1993,All,Age_all,[All],153.00000000,3.90704801,23.22998543,38.43255464,
EU,Europe,LUX,Luxembourg,1994,All,Age_all,[All],145.00000000,3.89052858,21.07694860,35.90886578,
EU,Europe,LUX,Luxembourg,1995,All,Age_all,[All],152.00000000,4.10810811,22.38768934,37.10031731,
EU,Europe,LUX,Luxembourg,1996,All,Age_all,[All],152.00000000,3.95936442,22.95158062,36.57362849,
EU,Europe,LUX,Luxembourg,1997,All,Age_all,[All],221.00000000,5.86829527,31.10982634,52.49406176,
EU,Europe,LUX,Luxembourg,1998,All,Age_all,[All],208.00000000,5.55703981,30.34725520,48.77305289,
EU,Europe,LUX,Luxembourg,1999,All,Age_all,[All],180.00000000,4.98338870,25.31888456,41.62205784,
EU,Europe,LUX,Luxembourg,2000,All,Age_all,[All],219.00000000,6.04471433,30.30962214,49.90770493,
EU,Europe,LUX,Luxembourg,2001,All,Age_all,[All],226.00000000,6.30052969,29.72520551,51.15436849,
EU,Europe,LUX,Luxembourg,2002,All,Age_all,[All],165.00000000,4.57951707,22.23846705,36.98025927,
EU,Europe,LUX,Luxembourg,2003,All,Age_all,[All],239.00000000,6.08142494,32.09478055,52.91825348,
EU,Europe,LUX,Luxembourg,2004,All,Age_all,[All],189.00000000,5.51985981,24.25380435,41.25664690,
EU,Europe,LUX,Luxembourg,2005,All,Age_all,[All],236.00000000,6.77966102,29.63894171,50.73435834,
EU,Europe,LUX,Luxembourg,2006,All,Age_all,[All],220.00000000,6.07231576,27.32525896,46.54607003,
EU,Europe,LUX,Luxembourg,2007,All,Age_all,[All],222.00000000,6.01463018,27.00049075,46.24942188,
EU,Europe,LUX,Luxembourg,2008,All,Age_all,[All],215.00000000,6.26092021,24.35255718,43.99778169,
EU,Europe,LUX,Luxembourg,2009,All,Age_all,[All],170.00000000,4.81586402,19.22149329,34.15074137,
EU,Europe,LUX,Luxembourg,2010,All,Age_all,[All],243.00000000,6.71085336,25.23731806,47.93220847,
EU,Europe,LUX,Luxembourg,2011,All,Age_all,[All],271.00000000,7.28103170,27.04090893,52.28147885,
EU,Europe,LUX,Luxembourg,2012,All,Age_all,[All],335.00000000,9.00295619,30.55423560,63.09314620,
EU,Europe,LUX,Luxembourg,2013,All,Age_all,[All],366.00000000,9.97003541,32.35007360,67.35865724,
EU,Europe,LUX,Luxembourg,2014,All,Age_all,[All],342.00000000,9.23076923,29.63050491,61.47552034,
EU,Europe,MLT,Malta,1990,All,Age_all,[All],46.00000000,1.69804356,11.58588104,12.99068060,
EU,Europe,MLT,Malta,1991,All,Age_all,[All],67.00000000,2.33286908,15.41826895,18.73077998,
EU,Europe,MLT,Malta,1992,All,Age_all,[All],68.00000000,2.34482759,15.78416702,18.82092444,
EU,Europe,MLT,Malta,1993,All,Age_all,[All],46.00000000,1.70876672,11.18647393,12.61310666,
EU,Europe,MLT,Malta,1994,All,Age_all,[All],44.00000000,1.63083766,10.22880730,11.95977168,
EU,Europe,MLT,Malta,1995,All,Age_all,[All],58.00000000,2.14180207,13.18440799,15.64185545,
EU,Europe,MLT,Malta,1996,All,Age_all,[All],60.00000000,2.16998192,12.94639005,16.08579089,
EU,Europe,MLT,Malta,1997,All,Age_all,[All],72.00000000,2.49307479,15.00205754,19.18976546,
EU,Europe,MLT,Malta,1998,All,Age_all,[All],90.00000000,2.95663601,18.13758448,23.84105960,
EU,Europe,MLT,Malta,1999,All,Age_all,[All],79.00000000,2.55085567,15.46287532,20.82784076,
EU,Europe,MLT,Malta,2000,All,Age_all,[All],73.00000000,2.45543222,13.18818501,18.92127970,
EU,Europe,MLT,Malta,2001,All,Age_all,[All],60.00000000,2.04429302,11.77637895,15.26608791,
EU,Europe,MLT,Malta,2002,All,Age_all,[All],76.00000000,2.50742329,14.14824837,19.19347018,
EU,Europe,MLT,Malta,2003,All,Age_all,[All],140.00000000,4.42477876,23.55728466,35.12451641,
EU,Europe,MLT,Malta,2004,All,Age_all,[All],135.00000000,4.50150050,22.49242855,33.64343442,
EU,Europe,MLT,Malta,2005,All,Age_all,[All],170.00000000,5.43130990,25.97360683,42.09181463,
EU,Europe,MLT,Malta,2006,All,Age_all,[All],191.00000000,5.93905473,28.42775465,47.11919182,
EU,Europe,MLT,Malta,2007,All,Age_all,[All],166.00000000,5.33590485,24.38357961,40.80849997,
EU,Europe,MLT,Malta,2008,All,Age_all,[All],213.00000000,6.56799260,30.19413060,52.02367199,
EU,Europe,MLT,Malta,2009,All,Age_all,[All],231.00000000,7.16945996,30.33156167,55.99592757,
EU,Europe,MLT,Malta,2010,All,Age_all,[All],202.00000000,6.71096346,25.51108434,48.72612541,
EU,Europe,MLT,Malta,2011,All,Age_all,[All],229.00000000,7.00948883,26.87537551,55.00602905,
EU,Europe,MLT,Malta,2012,All,Age_all,[All],148.00000000,4.32748538,17.03505763,35.27950666,
EU,Europe,MLT,Malta,2013,All,Age_all,[All],204.00000000,6.30407911,23.04594221,48.17786133,
EU,Europe,MLT,Malta,2014,All,Age_all,[All],217.00000000,6.63608563,22.78633789,50.76961591,
EU,Europe,MDA,Republic of Moldova,1990,All,Age_all,[All],461.00000000,1.08657223,10.65849035,10.56919106,
EU,Europe,MDA,Republic of Moldova,1991,All,Age_all,[All],484.00000000,1.05557010,11.17828864,11.09970817,
EU,Europe,MDA,Republic of Moldova,1992,All,Age_all,[All],434.00000000,0.97233113,9.97043760,9.97420267,
EU,Europe,MDA,Republic of Moldova,1993,All,Age_all,[All],497.00000000,1.06451337,11.68884145,11.43031407,
EU,Europe,MDA,Republic of Moldova,1994,All,Age_all,[All],651.00000000,1.24899275,15.10809173,14.97210841,
EU,Europe,MDA,Republic of Moldova,1995,All,Age_all,[All],731.00000000,1.38258435,16.83529819,16.84805794,
EU,Europe,MDA,Republic of Moldova,1996,All,Age_all,[All],837.00000000,1.67202701,19.43129153,19.35397495,
EU,Europe,MDA,Republic of Moldova,1997,All,Age_all,[All],636.00000000,1.50564617,17.04149862,17.40459219,
EU,Europe,MDA,Republic of Moldova,1998,All,Age_all,[All],595.00000000,1.49040629,16.02966337,16.28917753,
EU,Europe,MDA,Republic of Moldova,1999,All,Age_all,[All],518.00000000,1.25381227,14.17190402,14.20345100,
EU,Europe,MDA,Republic of Moldova,2000,All,Age_all,[All],532.00000000,1.29051038,14.38328239,14.61702301,
EU,Europe,MDA,Republic of Moldova,2001,All,Age_all,[All],482.00000000,1.20271484,12.67566826,13.27289119,
EU,Europe,MDA,Republic of Moldova,2002,All,Age_all,[All],634.00000000,1.51482570,16.52825900,17.49901051,
EU,Europe,MDA,Republic of Moldova,2003,All,Age_all,[All],618.00000000,1.43457369,15.81352007,17.10549551,
EU,Europe,MDA,Republic of Moldova,2004,All,Age_all,[All],644.00000000,1.54555054,16.44523553,17.86930711,
EU,Europe,MDA,Republic of Moldova,2005,All,Age_all,[All],732.00000000,1.63798698,18.54455501,20.36055426,
EU,Europe,MDA,Republic of Moldova,2006,All,Age_all,[All],699.00000000,1.62041867,17.79359516,19.49677132,
EU,Europe,MDA,Republic of Moldova,2007,All,Age_all,[All],831.00000000,1.93031359,20.16128900,23.23234300,
EU,Europe,MDA,Republic of Moldova,2008,All,Age_all,[All],735.00000000,1.75216935,17.75522646,20.58761248,
EU,Europe,MDA,Republic of Moldova,2009,All,Age_all,[All],818.00000000,1.94119462,19.91272183,22.94141469,
EU,Europe,MDA,Republic of Moldova,2010,All,Age_all,[All],860.00000000,1.97107561,20.93210455,24.14343446,
EU,Europe,MDA,Republic of Moldova,2011,All,Age_all,[All],547.00000000,1.39366608,13.11949352,15.36523112,
EU,Europe,MDA,Republic of Moldova,2012,All,Age_all,[All],587.00000000,1.48382204,14.05053225,16.49099218,
EU,Europe,MDA,Republic of Moldova,2013,All,Age_all,[All],540.00000000,1.41881240,12.71509679,15.17465181,
EU,Europe,MDA,Republic of Moldova,2014,All,Age_all,[All],664.00000000,1.68126804,15.45618484,18.67058149,
EU,Europe,NLD,Netherlands,1990,All,Age_all,[All],3690.00000000,2.86437310,16.27970957,24.67979801,
EU,Europe,NLD,Netherlands,1991,All,Age_all,[All],4125.00000000,3.17410240,17.49460826,27.37298933,
EU,Europe,NLD,Netherlands,1992,All,Age_all,[All],4789.00000000,3.68705105,19.70315925,31.53957100,
EU,Europe,NLD,Netherlands,1993,All,Age_all,[All],5244.00000000,3.80565333,20.87348196,34.29602888,
EU,Europe,NLD,Netherlands,1994,All,Age_all,[All],6064.00000000,4.54330903,23.34053145,39.42065164,
EU,Europe,NLD,Netherlands,1995,All,Age_all,[All],6077.00000000,4.47908605,22.90401274,39.31043405,
EU,Europe,NLD,Netherlands,1996,All,Age_all,[All],7037.00000000,5.11554874,25.79989021,45.31083996,
EU,Europe,NLD,Netherlands,1997,All,Age_all,[All],7210.00000000,5.30994307,25.85214424,46.18656554,
EU,Europe,NLD,Netherlands,1998,All,Age_all,[All],7340.00000000,5.33888073,25.89480101,46.73016196,
EU,Europe,NLD,Netherlands,1999,All,Age_all,[All],8117.00000000,5.77775880,28.29692104,51.33410489,
EU,Europe,NLD,Netherlands,2000,All,Age_all,[All],8008.00000000,5.69854903,27.46978149,50.28409446,
EU,Europe,NLD,Netherlands,2001,All,Age_all,[All],8747.00000000,6.23107774,29.25918475,54.51141642,
EU,Europe,NLD,Netherlands,2002,All,Age_all,[All],9933.00000000,6.97762636,32.30391860,61.50872296,
EU,Europe,NLD,Netherlands,2003,All,Age_all,[All],10235.00000000,7.21099651,32.88609485,63.08048608,
EU,Europe,NLD,Netherlands,2004,All,Age_all,[All],9990.00000000,7.31584074,31.56618885,61.35693157,
EU,Europe,NLD,Netherlands,2005,All,Age_all,[All],10000.00000000,7.33127080,30.82634737,61.27447226,
EU,Europe,NLD,Netherlands,2006,All,Age_all,[All],10810.00000000,7.98540319,32.28177087,66.13140806,
EU,Europe,NLD,Netherlands,2007,All,Age_all,[All],10285.00000000,7.73180376,29.94714800,62.78348713,
EU,Europe,NLD,Netherlands,2008,All,Age_all,[All],11373.00000000,8.41596614,32.04296107,69.15530081,
EU,Europe,NLD,Netherlands,2009,All,Age_all,[All],11585.00000000,8.63038701,31.96618361,70.08304947,
EU,Europe,NLD,Netherlands,2010,All,Age_all,[All],12312.00000000,9.04908201,32.56456916,74.09995815,
EU,Europe,NLD,Netherlands,2011,All,Age_all,[All],12667.00000000,9.33174207,32.85107647,75.88176989,
EU,Europe,NLD,Netherlands,2012,All,Age_all,[All],14195.00000000,10.08074539,35.61509032,84.72117096,
EU,Europe,NLD,Netherlands,2013,All,Age_all,[All],17205.00000000,12.18096216,42.12783635,102.38370449,
EU,Europe,NLD,Netherlands,2014,All,Age_all,[All],17045.00000000,12.24294836,40.46997928,101.06725120,
EU,Europe,MKD,North Macedonia,1991,All,Age_all,[All],105.00000000,0.70998715,5.44893858,5.48131134,
EU,Europe,MKD,North Macedonia,1992,All,Age_all,[All],107.00000000,0.66783173,5.58476837,5.55873032,
EU,Europe,MKD,North Macedonia,1993,All,Age_all,[All],106.00000000,0.67987942,5.49509035,5.48455529,
EU,Europe,MKD,North Macedonia,1994,All,Age_all,[All],83.00000000,0.52628242,4.24355262,4.26515930,
EU,Europe,MKD,North Macedonia,1995,All,Age_all,[All],115.00000000,0.70388052,5.81176572,5.84944049,
EU,Europe,MKD,North Macedonia,1996,All,Age_all,[All],98.00000000,0.61013572,4.91190244,4.94175785,
EU,Europe,MKD,North Macedonia,1997,All,Age_all,[All],96.00000000,0.57845264,4.58577818,4.80745155,
EU,Europe,MKD,North Macedonia,1998,All,Age_all,[All],140.00000000,0.82987552,6.58824419,6.97350070,
EU,Europe,MKD,North Macedonia,1999,All,Age_all,[All],125.00000000,0.74453511,5.89694541,6.19670831,
EU,Europe,MKD,North Macedonia,2000,All,Age_all,[All],154.00000000,0.89259839,6.99445267,7.59968417,
EU,Europe,MKD,North Macedonia,2001,All,Age_all,[All],152.00000000,0.89839825,6.82954832,7.46972060,
EU,Europe,MKD,North Macedonia,2002,All,Age_all,[All],188.00000000,1.04677060,8.41633344,9.30620739,
EU,Europe,MKD,North Macedonia,2003,All,Age_all,[All],182.00000000,1.01077419,8.14376824,8.97979201,
EU,Europe,MKD,North Macedonia,2004,All,Age_all,[All],190.00000000,1.05861377,8.76689932,9.34789112,
EU,Europe,MKD,North Macedonia,2005,All,Age_all,[All],164.00000000,0.89101380,6.72672670,8.05162861,
EU,Europe,MKD,North Macedonia,2006,All,Age_all,[All],150.00000000,0.80515298,6.37866343,7.35211947,
EU,Europe,MKD,North Macedonia,2007,All,Age_all,[All],156.00000000,0.79616209,6.31727218,7.63374094,
EU,Europe,MKD,North Macedonia,2008,All,Age_all,[All],157.00000000,0.82709936,6.39445823,7.67014282,
EU,Europe,MKD,North Macedonia,2009,All,Age_all,[All],163.00000000,0.85519412,6.61692012,7.94861779,
EU,Europe,MKD,North Macedonia,2010,All,Age_all,[All],171.00000000,0.89467901,6.78858063,8.32115169,
EU,Europe,MKD,North Macedonia,2011,All,Age_all,[All],208.00000000,1.06858464,8.08431910,10.10425355,
EU,Europe,MKD,North Macedonia,2012,All,Age_all,[All],224.00000000,1.11254594,8.15865825,10.86827841,
EU,Europe,MKD,North Macedonia,2013,All,Age_all,[All],248.00000000,1.29112870,8.95726301,12.01531759,
EU,Europe,POL,Poland,1990,All,Age_all,[All],4511.00000000,1.16131191,11.04141829,11.83405564,
EU,Europe,POL,Poland,1991,All,Age_all,[All],5046.00000000,1.24916141,12.34600250,13.19405405,
EU,Europe,POL,Poland,1992,All,Age_all,[All],4943.00000000,1.25734170,12.08087687,12.88420636,
EU,Europe,POL,Poland,1993,All,Age_all,[All],4444.00000000,1.13693927,10.61774899,11.55513260,
EU,Europe,POL,Poland,1994,All,Age_all,[All],4569.00000000,1.18245954,10.77569109,11.85413883,
EU,Europe,POL,Poland,1995,All,Age_all,[All],5078.00000000,1.31525782,11.89260646,13.15966787,
EU,Europe,POL,Poland,1996,All,Age_all,[All],4923.00000000,1.27705605,11.32214030,12.74794137,
EU,Europe,POL,Poland,1999,All,Age_all,[All],6262.00000000,1.64178126,13.63943002,16.20030217,
EU,Europe,POL,Poland,2000,All,Age_all,[All],6039.00000000,1.64090776,13.15103394,15.78578179,
EU,Europe,POL,Poland,2001,All,Age_all,[All],6453.00000000,1.77660922,13.76421823,16.87023980,
EU,Europe,POL,Poland,2002,All,Age_all,[All],6416.00000000,1.78477048,13.40047851,16.78162138,
EU,Europe,POL,Poland,2003,All,Age_all,[All],6701.00000000,1.83473428,13.80697548,17.54409987,
EU,Europe,POL,Poland,2004,All,Age_all,[All],7120.00000000,1.95861598,14.42976752,18.64838545,
EU,Europe,POL,Poland,2005,All,Age_all,[All],8077.00000000,2.19313847,16.00579649,21.16541430,
EU,Europe,POL,Poland,2006,All,Age_all,[All],8240.00000000,2.22891860,15.99159609,21.60899020,
EU,Europe,POL,Poland,2007,All,Age_all,[All],8252.00000000,2.18754805,15.84825235,21.64971966,
EU,Europe,POL,Poland,2008,All,Age_all,[All],8159.00000000,2.15050646,15.37080703,21.40575999,
EU,Europe,POL,Poland,2009,All,Age_all,[All],8023.00000000,2.08422092,14.70120459,21.02827615,
EU,Europe,POL,Poland,2010,All,Age_all,[All],7739.00000000,2.04476878,13.82393162,20.34308926,
EU,Europe,POL,Poland,2011,All,Age_all,[All],8078.00000000,2.15125925,14.00765569,21.22938479,
EU,Europe,POL,Poland,2012,All,Age_all,[All],8452.00000000,2.19653420,14.35116875,22.20754681,
EU,Europe,POL,Poland,2013,All,Age_all,[All],8177.00000000,2.11121783,13.61109396,21.50052356,
EU,Europe,POL,Poland,2014,All,Age_all,[All],7463.00000000,1.98237827,12.21476522,19.63629364,
EU,Europe,PRT,Portugal,1990,All,Age_all,[All],1149.00000000,1.11428987,8.88035642,11.50931378,
EU,Europe,PRT,Portugal,1991,All,Age_all,[All],1253.00000000,1.20064009,9.69706774,12.58002447,
EU,Europe,PRT,Portugal,1992,All,Age_all,[All],1155.00000000,1.14174435,8.93598984,11.60513134,
EU,Europe,PRT,Portugal,1993,All,Age_all,[All],1251.00000000,1.17592871,9.27808091,12.55434824,
EU,Europe,PRT,Portugal,1994,All,Age_all,[All],1166.00000000,1.17043595,8.40112886,11.66988906,
EU,Europe,PRT,Portugal,1995,All,Age_all,[All],1318.00000000,1.26805145,9.33252998,13.14558879,
EU,Europe,PRT,Portugal,1996,All,Age_all,[All],1462.00000000,1.36305578,9.64652325,14.52710642,
EU,Europe,PRT,Portugal,1997,All,Age_all,[All],1521.00000000,1.44640870,9.73775973,15.04603136,
EU,Europe,PRT,Portugal,1998,All,Age_all,[All],1510.00000000,1.41685589,9.42057691,14.86191656,
EU,Europe,PRT,Portugal,1999,All,Age_all,[All],1775.00000000,1.63945025,10.60068597,17.37159626,
EU,Europe,PRT,Portugal,2000,All,Age_all,[All],1787.00000000,1.68882840,10.19757337,17.36654727,
EU,Europe,PRT,Portugal,2001,All,Age_all,[All],2173.00000000,2.05811597,11.93257810,20.96939395,
EU,Europe,PRT,Portugal,2002,All,Age_all,[All],2671.00000000,2.50351486,14.42444097,25.63430509,
EU,Europe,PRT,Portugal,2003,All,Age_all,[All],2999.00000000,2.74764540,15.53405840,28.67435740,
EU,Europe,PRT,Portugal,2007,All,Age_all,[All],2740.00000000,2.63745572,12.67522197,25.98889648,
EU,Europe,PRT,Portugal,2008,All,Age_all,[All],2876.00000000,2.74511301,13.29986008,27.23955092,
EU,Europe,PRT,Portugal,2009,All,Age_all,[All],3067.00000000,2.92195419,13.58932807,29.02089628,
EU,Europe,PRT,Portugal,2010,All,Age_all,[All],3305.00000000,3.11082246,14.06276270,31.25857128,
EU,Europe,PRT,Portugal,2011,All,Age_all,[All],3240.00000000,3.13944362,13.24132743,30.68890918,
EU,Europe,PRT,Portugal,2012,All,Age_all,[All],3542.00000000,3.28057128,14.18476664,33.68571136,
EU,Europe,PRT,Portugal,2013,All,Age_all,[All],5723.00000000,5.35480370,20.11376286,54.72734584,
EU,Europe,PRT,Portugal,2014,All,Age_all,[All],6188.00000000,5.88106711,21.21967748,59.49392476,
EU,Europe,ROU,Romania,1990,All,Age_all,[All],3140.00000000,1.27081259,12.90066474,13.53057522,
EU,Europe,ROU,Romania,1991,All,Age_all,[All],2890.00000000,1.14791865,11.94462834,12.46490203,
EU,Europe,ROU,Romania,1992,All,Age_all,[All],3279.00000000,1.24272801,13.36510081,14.38852078,
EU,Europe,ROU,Romania,1993,All,Age_all,[All],3359.00000000,1.27561968,13.56123932,14.76139625,
EU,Europe,ROU,Romania,1994,All,Age_all,[All],3832.00000000,1.44005472,15.74058726,16.85833194,
EU,Europe,ROU,Romania,1995,All,Age_all,[All],3886.00000000,1.43040137,15.82577240,17.13328337,
EU,Europe,ROU,Romania,1996,All,Age_all,[All],3956.00000000,1.38245305,16.05656871,17.49854031,
EU,Europe,ROU,Romania,1997,All,Age_all,[All],4266.00000000,1.52730788,16.93266853,18.92140034,
EU,Europe,ROU,Romania,1998,All,Age_all,[All],3533.00000000,1.31257291,14.02174249,15.70026841,
EU,Europe,ROU,Romania,1999,All,Age_all,[All],2803.00000000,1.05696207,10.76638584,12.48107579,
EU,Europe,ROU,Romania,2000,All,Age_all,[All],2671.00000000,1.04409350,10.06773020,11.90534559,
EU,Europe,ROU,Romania,2001,All,Age_all,[All],2567.00000000,0.98881754,9.74969231,11.45552919,
EU,Europe,ROU,Romania,2002,All,Age_all,[All],2711.00000000,1.00531769,10.37046769,12.43875085,
EU,Europe,ROU,Romania,2003,All,Age_all,[All],2796.00000000,1.04886055,10.38773148,12.86489887,
EU,Europe,ROU,Romania,2004,All,Age_all,[All],2687.00000000,1.03789254,9.84004116,12.39772683,
EU,Europe,ROU,Romania,2005,All,Age_all,[All],2598.00000000,0.99122094,9.28361335,12.01451231,
EU,Europe,ROU,Romania,2006,All,Age_all,[All],2379.00000000,0.92175719,8.46188914,11.02186699,
EU,Europe,ROU,Romania,2007,All,Age_all,[All],2518.00000000,0.99934515,8.57684865,11.69120202,
EU,Europe,ROU,Romania,2008,All,Age_all,[All],2589.00000000,1.02250377,8.68176751,12.03937308,
EU,Europe,ROU,Romania,2009,All,Age_all,[All],2690.00000000,1.04582583,8.79667457,12.52913431,
EU,Europe,ROU,Romania,2010,All,Age_all,[All],3246.00000000,1.24979305,10.28921741,15.14607281,
EU,Europe,ROU,Romania,2011,All,Age_all,[All],3224.00000000,1.28221954,9.67714579,15.09759396,
EU,Europe,ROU,Romania,2012,All,Age_all,[All],3558.00000000,1.39235107,10.44264551,17.73662871,
EU,Europe,ROU,Romania,2013,All,Age_all,[All],3574.00000000,1.44418628,10.16926450,17.88010763,
EU,Europe,ROU,Romania,2014,All,Age_all,[All],3958.00000000,1.55236993,10.81359506,19.87301854,
EU,Europe,SRB,Serbia,1998,All,Age_all,[All],1219.00000000,1.22665432,11.35250048,16.10783661,
EU,Europe,SRB,Serbia,1999,All,Age_all,[All],1329.00000000,1.31008241,12.28229380,17.62505734,
EU,Europe,SRB,Serbia,2000,All,Age_all,[All],1212.00000000,1.16491417,11.05480388,16.12485641,
EU,Europe,SRB,Serbia,2001,All,Age_all,[All],1088.00000000,1.09890110,9.99362552,14.50002952,
EU,Europe,SRB,Serbia,2002,All,Age_all,[All],1231.00000000,1.19764557,11.02547409,16.41326549,
EU,Europe,SRB,Serbia,2003,All,Age_all,[All],1469.00000000,1.41323379,12.66073416,19.63748586,
EU,Europe,SRB,Serbia,2004,All,Age_all,[All],1648.00000000,1.57975460,13.93296408,22.08180801,
EU,Europe,SRB,Serbia,2005,All,Age_all,[All],1898.00000000,1.77763625,15.79270777,25.50811616,
EU,Europe,SRB,Serbia,2006,All,Age_all,[All],1802.00000000,1.75148711,14.91840168,24.31334040,
EU,Europe,SRB,Serbia,2007,All,Age_all,[All],1891.00000000,1.83940470,15.08087539,25.61782513,
EU,Europe,SRB,Serbia,2008,All,Age_all,[All],2061.00000000,2.00660105,16.18971927,28.03996941,
EU,Europe,SRB,Serbia,2009,All,Age_all,[All],2325.00000000,2.23557692,18.00224614,31.75879381,
EU,Europe,SRB,Serbia,2010,All,Age_all,[All],2651.00000000,2.56852467,19.64665388,36.35772158,
EU,Europe,SRB,Serbia,2011,All,Age_all,[All],2603.00000000,2.52878030,18.99143384,35.98236629,
EU,Europe,SRB,Serbia,2012,All,Age_all,[All],2883.00000000,2.81542969,20.79995634,40.04680044,
EU,Europe,SRB,Serbia,2013,All,Age_all,[All],2932.00000000,2.92323031,20.37958724,40.92610242,
EU,Europe,SRB,Serbia,2014,All,Age_all,[All],3017.00000000,2.97984138,20.40492893,42.30356291,
EU,Europe,SVK,Slovakia,1992,All,Age_all,[All],395.00000000,0.73938191,6.90986396,7.44364641,
EU,Europe,SVK,Slovakia,1993,All,Age_all,[All],523.00000000,0.99227807,8.91526398,9.82227504,
EU,Europe,SVK,Slovakia,1994,All,Age_all,[All],424.00000000,0.82517564,7.55329587,7.92906776,
EU,Europe,SVK,Slovakia,1995,All,Age_all,[All],355.00000000,0.67384166,6.33090495,6.61859516,
EU,Europe,SVK,Slovakia,1996,All,Age_all,[All],318.00000000,0.62065735,5.69150197,5.91760792,
EU,Europe,SVK,Slovakia,1997,All,Age_all,[All],400.00000000,0.76740081,7.09595948,7.43047904,
EU,Europe,SVK,Slovakia,1998,All,Age_all,[All],516.00000000,0.97072767,9.13928707,9.57168562,
EU,Europe,SVK,Slovakia,1999,All,Age_all,[All],600.00000000,1.14499447,10.27442258,11.12079032,
EU,Europe,SVK,Slovakia,2000,All,Age_all,[All],599.00000000,1.13610500,10.15725809,11.09119798,
EU,Europe,SVK,Slovakia,2001,All,Age_all,[All],630.00000000,1.21200462,10.44643896,11.71051604,
EU,Europe,SVK,Slovakia,2002,All,Age_all,[All],677.00000000,1.31374680,11.13214683,12.58642945,
EU,Europe,SVK,Slovakia,2003,All,Age_all,[All],724.00000000,1.38617653,11.82717302,13.45987600,
EU,Europe,SVK,Slovakia,2004,All,Age_all,[All],693.00000000,1.33649618,10.92655428,12.87488105,
EU,Europe,SVK,Slovakia,2005,All,Age_all,[All],795.00000000,1.48667602,12.11226295,14.75696942,
EU,Europe,SVK,Slovakia,2006,All,Age_all,[All],637.00000000,1.19509953,9.65041152,11.81558634,
EU,Europe,SVK,Slovakia,2007,All,Age_all,[All],724.00000000,1.34432561,10.68630611,13.41295640,
EU,Europe,SVK,Slovakia,2008,All,Age_all,[All],839.00000000,1.57813558,12.12223114,15.51700286,
EU,Europe,SVK,Slovakia,2009,All,Age_all,[All],795.00000000,1.50246631,11.48676534,14.67229837,
EU,Europe,SVK,Slovakia,2010,All,Age_all,[All],807.00000000,1.50996351,10.98062933,14.85907630,
